Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12690,2022-10-27,0.1173333493,0.0263782374,0.0176802492,21,100
Market-Adjusted Model,12693,2022-10-27,0.1622494383,0.0536821343,0.0625963381,21,100
Market-Adjusted Model,12697,2022-10-27,-0.020161269,-0.11169511,-0.119814369,21,100
Market-Adjusted Model,12699,2022-10-27,0.1584581973,0.1015039673,0.0588050972,21,100
Market-Adjusted Model,12717,2022-10-27,0.1143900857,0.0136558896,0.0147369856,21,100
Market-Adjusted Model,12741,2022-10-27,-0.010291587,-0.106968609,-0.109944687,21,100
Market-Adjusted Model,12745,2022-10-27,0.0229008242,-0.059708615,-0.076752276,21,100
Market-Adjusted Model,12747,2022-10-27,0.0791057697,-0.021257964,-0.02054733,21,100
Market-Adjusted Model,12748,2022-10-27,0.0465672627,-0.053076475,-0.053085837,21,100
Market-Adjusted Model,12751,2022-10-27,-0.049250543,-0.130227762,-0.148903643,21,100
Market-Adjusted Model,12753,2022-10-27,0.1089529096,0.0062075791,0.0092998094,21,100
Market-Adjusted Model,12754,2022-10-27,0.1568628049,0.0540686114,0.0572097048,21,100
Market-Adjusted Model,12756,2022-10-27,0.1304761784,0.0301147319,0.0308230783,21,100
Market-Adjusted Model,12759,2022-10-27,0.0856764874,-0.016028422,-0.013976613,21,100
Market-Adjusted Model,12781,2022-10-27,0.1298062014,0.0264216431,0.0301531013,21,100
Market-Adjusted Model,12783,2022-10-27,0.2374284203,0.1189675918,0.1377753202,21,100
Market-Adjusted Model,12786,2022-10-27,0.2223212963,0.1397176836,0.1226681961,21,100
Market-Adjusted Model,12788,2022-10-27,0.1675392772,0.0752971237,0.0678861771,21,100
Market-Adjusted Model,12789,2022-10-27,,,,21,100
Market-Adjusted Model,12796,2022-10-27,0.1545454121,0.0492118572,0.054892312,21,100
Market-Adjusted Model,12826,2022-10-27,0.1341025517,0.0339094461,0.0344494516,21,100
Market-Adjusted Model,12828,2022-10-27,0.4584450381,0.2923758477,0.358791938,21,100
Market-Adjusted Model,12839,2022-10-27,0.141448595,0.0370734716,0.0417954949,21,100
Market-Adjusted Model,12840,2022-10-27,-0.105445555,-0.193212754,-0.205098655,21,100
Market-Adjusted Model,12841,2022-10-27,0.049977301,-0.047825494,-0.049675799,21,100
Market-Adjusted Model,12842,2022-10-27,0.1051851626,0.0021166974,0.0055320624,21,100
Market-Adjusted Model,12844,2022-10-27,0.1665477366,0.0577064865,0.0668946365,21,100
Market-Adjusted Model,12847,2022-10-27,0.0659161757,-0.034622737,-0.033736924,21,100
Market-Adjusted Model,12852,2022-10-27,0.3292340366,0.2015945915,0.2295809365,21,100
Market-Adjusted Model,12867,2022-10-27,0.0837959049,-0.016071829,-0.015857195,21,100
Market-Adjusted Model,12868,2022-10-27,0.1424378391,0.039533079,0.042784739,21,100
Market-Adjusted Model,12870,2022-10-27,0.0058204985,-0.093430447,-0.093832602,21,100
Market-Adjusted Model,12871,2022-10-27,0.1287684272,0.0289760348,0.0291153271,21,100
Market-Adjusted Model,12872,2022-10-27,0.1354802008,0.0336247414,0.0358271006,21,100
Market-Adjusted Model,12874,2022-10-27,0.0352478554,-0.064014865,-0.064405245,21,100
Market-Adjusted Model,12875,2022-10-27,0.1313396554,0.0287347889,0.0316865553,21,100
Market-Adjusted Model,12876,2022-10-27,0.1184484555,0.0156538665,0.0187953554,21,100
Market-Adjusted Model,12877,2022-10-27,0.1922335961,0.0926446654,0.092580496,21,100
Market-Adjusted Model,12880,2022-10-27,-0.102516261,-0.186956737,-0.202169361,21,100
Market-Adjusted Model,12885,2022-10-27,0.1968272789,0.0841427738,0.0971741788,21,100
Market-Adjusted Model,12886,2022-10-27,0.2231543435,0.1122381449,0.1235012434,21,100
Market-Adjusted Model,12890,2022-10-27,-0.062499935,-0.15758502,-0.162153035,21,100
Market-Adjusted Model,12895,2022-10-27,0.1162227233,0.0146540563,0.0165696232,21,100
Market-Adjusted Model,12899,2022-10-27,-0.008462035,-0.106919271,-0.108115135,21,100
Market-Adjusted Model,12902,2022-10-27,0.0445357836,-0.054466828,-0.055117317,21,100
Market-Adjusted Model,12904,2022-10-27,0.0142145201,-0.084720638,-0.08543858,21,100
Market-Adjusted Model,12905,2022-10-27,0.3259842849,0.1965627197,0.2263311848,21,100
Market-Adjusted Model,12912,2022-10-27,-0.302730921,-0.412313749,-0.402384021,21,100
Market-Adjusted Model,12913,2022-10-27,0.2368855904,0.1222879088,0.1372324903,21,100
Market-Adjusted Model,12919,2022-10-27,0.2434231474,0.1307048464,0.1437700473,21,100
Market-Adjusted Model,12920,2022-10-27,-0.04012349,-0.137677549,-0.13977659,21,100
Market-Adjusted Model,12923,2022-10-27,0.0749050808,-0.014349575,-0.024748019,21,100
Market-Adjusted Model,12927,2022-10-27,0.2304755825,0.1282375596,0.1308224824,21,100
Market-Adjusted Model,12928,2022-10-27,0.1257812224,0.0241850356,0.0261281223,21,100
Market-Adjusted Model,12948,2022-10-27,0.0688576372,-0.030876879,-0.030795463,21,100
Market-Adjusted Model,12949,2022-10-27,0.0722317407,-0.028105028,-0.027421359,21,100
Market-Adjusted Model,12953,2022-10-27,0.1959145318,0.0865562404,0.0962614316,21,100
Market-Adjusted Model,12961,2022-10-27,-0.186046539,-0.290353615,-0.28569964,21,100
Market-Adjusted Model,12974,2022-10-27,0.1142944771,0.0114567768,0.014641377,21,100
Market-Adjusted Model,12975,2022-10-27,0.1095649628,0.0086947045,0.0099118627,21,100
Market-Adjusted Model,12978,2022-10-27,0.1136012314,0.012899582,0.0139481313,21,100
Market-Adjusted Model,12979,2022-10-27,0.007656329,-0.091506423,-0.091996771,21,100
Market-Adjusted Model,12980,2022-10-27,0.0127389019,-0.086336288,-0.086914198,21,100
Market-Adjusted Model,12981,2022-10-27,0.1524561857,0.0583604558,0.0528030856,21,100
Market-Adjusted Model,12982,2022-10-27,0.2437276277,0.1527724752,0.1440745276,21,100
Market-Adjusted Model,12991,2022-10-27,-0.000487103,-0.097663782,-0.100140203,21,100
Market-Adjusted Model,12994,2022-10-27,0.179038908,0.0758918943,0.0793858079,21,100
Market-Adjusted Model,12996,2022-10-27,0.0237577422,-0.075444431,-0.075895358,21,100
Market-Adjusted Model,12997,2022-10-27,0.0152561004,-0.080643767,-0.084397,21,100
Market-Adjusted Model,12998,2022-10-27,0.0585825292,-0.033798055,-0.041070571,21,100
Market-Adjusted Model,12999,2022-10-27,0.2011682934,0.0882865586,0.1015151933,21,100
Market-Adjusted Model,13000,2022-10-27,0.0246776532,-0.073616614,-0.074975447,21,100
Market-Adjusted Model,13001,2022-10-27,-0.068232627,-0.165813062,-0.167885727,21,100
Market-Adjusted Model,13002,2022-10-27,0.0075159275,-0.090783124,-0.092137173,21,100
Market-Adjusted Model,13006,2022-10-27,0.1537860495,0.0507057148,0.0541329493,21,100
Market-Adjusted Model,13007,2022-10-27,0.0701970099,-0.026716003,-0.02945609,21,100
Market-Adjusted Model,13016,2022-10-27,0.1211176973,0.0193455436,0.0214645972,21,100
Market-Adjusted Model,13019,2022-10-27,0.053013357,-0.035533609,-0.046639743,21,100
Market-Adjusted Model,13023,2022-10-27,0.0523184167,-0.047306387,-0.047334683,21,100
Market-Adjusted Model,13024,2022-10-27,0.0861363818,-0.015071271,-0.013516718,21,100
Market-Adjusted Model,13025,2022-10-27,0.0571031209,-0.041949128,-0.042549979,21,100
Market-Adjusted Model,13026,2022-10-27,0.111822236,0.0090862456,0.0121691359,21,100
Market-Adjusted Model,13027,2022-10-27,0.1025094737,0.0007283524,0.0028563736,21,100
Market-Adjusted Model,13029,2022-10-27,0.1171679299,0.0131226014,0.0175148298,21,100
Market-Adjusted Model,13030,2022-10-27,-0.292830201,-0.431544428,-0.392483301,21,100
Market-Adjusted Model,13031,2022-10-27,-0.096878315,-0.098431082,-0.196531415,21,100
Market-Adjusted Model,13032,2022-10-27,-0.17532471,-0.194552122,-0.27497781,21,100
Market-Adjusted Model,13033,2022-10-27,0.1423465901,0.0369026706,0.04269349,21,100
Market-Adjusted Model,13034,2022-10-27,0.1049242612,0.0039655727,0.0052711611,21,100
Market-Adjusted Model,13035,2022-10-27,0.2811281326,0.1553592531,0.1814750325,21,100
Market-Adjusted Model,13046,2022-10-27,-0.004876526,-0.090258921,-0.104529626,21,100
Market-Adjusted Model,13076,2022-10-27,0.1133983525,0.0102864341,0.0137452524,21,100
Market-Adjusted Model,13079,2022-10-27,-0.04373404,-0.135853891,-0.14338714,21,100
Market-Adjusted Model,13084,2022-10-27,0.0263578206,0.0035460229,0.0045662489,6,100
Market-Adjusted Model,13085,2022-10-27,0.0818567103,-0.015563637,-0.01779639,21,100
Market-Adjusted Model,13089,2022-10-27,0.1114225526,0.0104129631,0.0117694525,21,100
Market-Adjusted Model,13092,2022-10-27,0.151945664,0.0481908791,0.0522925638,21,100
Market-Adjusted Model,13102,2022-10-27,0.1071255994,0.0099880988,0.0074724993,21,100
Market-Adjusted Model,13103,2022-10-27,0.3362669925,0.2058644648,0.2366138924,21,100
Market-Adjusted Model,13105,2022-10-27,0.0503606481,-0.045732821,-0.049292452,21,100
Market-Adjusted Model,13107,2022-10-27,-0.74870372,-0.916232846,-0.84835682,21,100
Market-Adjusted Model,13108,2022-10-27,0.3093622444,0.235169928,0.2097091443,21,100
Market-Adjusted Model,13111,2022-10-27,0.0055679483,-0.093007615,-0.094085152,21,100
Market-Adjusted Model,13114,2022-10-27,0.0145305289,-0.076339768,-0.085122571,21,100
Market-Adjusted Model,13116,2022-10-27,0.0618204994,-0.027925039,-0.037832601,21,100
Market-Adjusted Model,13122,2022-10-27,0.179029291,0.0695865677,0.0793761909,21,100
Market-Adjusted Model,13124,2022-10-27,-0.055105876,-0.136974654,-0.154758976,21,100
Market-Adjusted Model,13126,2022-10-27,0.1453596649,0.0402130965,0.0457065648,21,100
Market-Adjusted Model,13129,2022-10-27,0.2911710811,0.165958601,0.191517981,21,100
Market-Adjusted Model,13130,2022-10-27,0.0926008642,-0.009241772,-0.007052236,21,100
Market-Adjusted Model,13131,2022-10-27,0.055608995,-0.041392859,-0.044044105,21,100
Market-Adjusted Model,13132,2022-10-27,0.2182459779,0.1088640066,0.1185928778,21,100
Market-Adjusted Model,13137,2022-10-27,0.0034793907,-0.095740039,-0.096173709,21,100
Market-Adjusted Model,13138,2022-10-27,0.0066275563,-0.092634485,-0.093025544,21,100
Market-Adjusted Model,13142,2022-10-27,0.1617716268,0.0642608946,0.0621185267,21,100
Market-Adjusted Model,13159,2022-10-27,-0.093405269,-0.17087355,-0.193058369,21,100
Market-Adjusted Model,13168,2022-10-27,-0.090671313,-0.17040339,-0.190324413,21,100
Market-Adjusted Model,13176,2022-10-27,0.0269886456,-0.07033923,-0.072664455,21,100
Market-Adjusted Model,13180,2022-10-27,0.084745746,-0.008302308,-0.014907354,21,100
Market-Adjusted Model,13181,2022-10-27,0.0307312214,-0.058041946,-0.068921879,21,100
Market-Adjusted Model,13182,2022-10-27,0.1178062973,0.0160536323,0.0181531972,21,100
Market-Adjusted Model,13188,2022-10-27,0.0552924204,-0.042272137,-0.04436068,21,100
Market-Adjusted Model,13189,2022-10-27,0.0743210811,-0.026141632,-0.025332019,21,100
Market-Adjusted Model,13190,2022-10-27,0.0948813444,-0.006113659,-0.004771756,21,100
Market-Adjusted Model,13193,2022-10-27,0.071975454,-0.026647802,-0.027677646,21,100
Market-Adjusted Model,13196,2022-10-27,0.0139615929,-0.081044388,-0.085691507,21,100
Market-Adjusted Model,13198,2022-10-27,0.0821167494,-0.017913149,-0.017536351,21,100
Market-Adjusted Model,13202,2022-10-27,-0.004668355,-0.029908749,-0.104321455,21,100
Market-Adjusted Model,13206,2022-10-27,0.1399209898,0.0452864729,0.0402678897,21,100
Market-Adjusted Model,13210,2022-10-27,0.11299907,0.0261922131,0.0133459699,21,100
Market-Adjusted Model,13211,2022-10-27,0.1715480572,0.0658034915,0.0718949571,21,100
Market-Adjusted Model,13214,2022-10-27,0.2597609747,0.1409123935,0.1601078746,21,100
Market-Adjusted Model,13217,2022-10-27,0.1652202589,0.0585602354,0.0655671588,21,100
Market-Adjusted Model,13219,2022-10-27,0.0917173125,-0.009392003,-0.007935788,21,100
Market-Adjusted Model,13220,2022-10-27,0.1020596322,0.0002804368,0.002406532,21,100
Market-Adjusted Model,13221,2022-10-27,0.1492474961,0.0543809712,0.049594396,21,100
Market-Adjusted Model,13228,2022-10-27,0.0669046407,-0.031230121,-0.032748459,21,100
Market-Adjusted Model,13229,2022-10-27,0.0391644722,-0.058630802,-0.060488628,21,100
Market-Adjusted Model,13230,2022-10-27,0.0988310665,0.0096355281,-0.000822034,21,100
Market-Adjusted Model,13233,2022-10-27,0.1647757513,0.068366528,0.0651226512,21,100
Market-Adjusted Model,13234,2022-10-27,0.1054925923,0.0045542006,0.0058394922,21,100
Market-Adjusted Model,13235,2022-10-27,0.0933465077,-0.006683073,-0.006306592,21,100
Market-Adjusted Model,13236,2022-10-27,0.1369116062,0.0390232613,0.0372585061,21,100
Market-Adjusted Model,13240,2022-10-27,0.0035620373,-0.095401212,-0.096091063,21,100
Market-Adjusted Model,13241,2022-10-27,0.022394571,-0.076448305,-0.077258529,21,100
Market-Adjusted Model,13242,2022-10-27,-0.00005167,-0.099070894,-0.09970477,21,100
Market-Adjusted Model,13244,2022-10-27,0.1102266601,0.018341138,0.01057356,21,100
Market-Adjusted Model,13245,2022-10-27,0.0649635307,-0.034430529,-0.034689569,21,100
Market-Adjusted Model,13246,2022-10-27,0.1209114649,0.0171388817,0.0212583648,21,100
Market-Adjusted Model,13249,2022-10-27,-0.355667211,-0.468208924,-0.455320311,21,100
Market-Adjusted Model,13252,2022-10-27,0.113998095,0.0121260289,0.0143449949,21,100
Market-Adjusted Model,13253,2022-10-27,0.2270318737,0.1233557772,0.1273787736,21,100
Market-Adjusted Model,13254,2022-10-27,0.0780821561,-0.023320963,-0.021570944,21,100
Market-Adjusted Model,13260,2022-10-27,-0.134185326,-0.233421355,-0.233838426,21,100
Market-Adjusted Model,13262,2022-10-27,0.0009624492,-0.029587328,-0.028955173,5,100
Market-Adjusted Model,13265,2022-10-27,-0.393961362,-0.546673893,-0.493614462,21,100
Market-Adjusted Model,13268,2022-10-27,0.0764580187,-0.021031227,-0.023195081,21,100
Market-Adjusted Model,13273,2022-10-27,0.0213752719,-0.077543645,-0.078277828,21,100
Market-Adjusted Model,13278,2022-10-27,-0.065579996,-0.154057237,-0.165233096,21,100
Market-Adjusted Model,13279,2022-10-27,-0.486486496,-0.69827824,-0.586139596,21,100
Market-Adjusted Model,13284,2022-10-27,0.1848951205,0.0753427887,0.0852420204,21,100
Market-Adjusted Model,13286,2022-10-27,-0.226952538,-0.331131215,-0.326605638,21,100
Market-Adjusted Model,13293,2022-10-27,0.113747295,0.014037781,0.0140941949,21,100
Market-Adjusted Model,13296,2022-10-27,0.0337595381,-0.063726519,-0.065893562,21,100
Market-Adjusted Model,13300,2022-10-27,0.0115391981,-0.087453953,-0.088113902,21,100
Market-Adjusted Model,13301,2022-10-27,0.0399901224,-0.039062786,-0.059662978,21,100
Market-Adjusted Model,13302,2022-10-27,0.1268551238,0.0405029179,0.0272020237,21,100
Market-Adjusted Model,13303,2022-10-27,-0.018300637,-0.110566183,-0.117953737,21,100
Market-Adjusted Model,13305,2022-10-27,-0.022518721,-0.108892186,-0.122171821,21,100
Market-Adjusted Model,13308,2022-10-27,0.0333401393,-0.065808762,-0.066312961,21,100
Market-Adjusted Model,13310,2022-10-27,-0.021431757,-0.120070605,-0.121084857,21,100
Market-Adjusted Model,13315,2022-10-27,0.0012270329,-0.077409848,-0.098426067,21,100
Market-Adjusted Model,13318,2022-10-27,-0.120207508,-0.206623274,-0.219860608,21,100
Market-Adjusted Model,13321,2022-10-27,-0.23580785,-0.343613475,-0.33546095,21,100
Market-Adjusted Model,13322,2022-10-27,0.0212773149,-0.077888976,-0.078375785,21,100
Market-Adjusted Model,13323,2022-10-27,0.2463224695,0.138671275,0.1466693694,21,100
Market-Adjusted Model,13324,2022-10-27,-0.269230754,-0.400306831,-0.368883854,21,100
Market-Adjusted Model,13325,2022-10-27,2.8509314885,2.3181500451,2.7512783884,21,100
Market-Adjusted Model,13326,2022-10-27,0.3541871156,0.2157174172,0.2545340155,21,100
Market-Adjusted Model,13328,2022-10-27,0.2578711064,0.1725497304,0.1582180063,21,100
Market-Adjusted Model,13332,2022-10-27,0.1410018999,0.0411097801,0.0413487998,21,100
Market-Adjusted Model,13337,2022-10-27,0.256533171,0.1357544237,0.1568800709,21,100
Market-Adjusted Model,13341,2022-10-27,0.0691340072,-0.031214003,-0.030519093,21,100
Market-Adjusted Model,13343,2022-10-27,0.3508771773,0.2183395694,0.2512240772,21,100
Market-Adjusted Model,13344,2022-10-27,0.1323455211,0.0312275631,0.032692421,21,100
Market-Adjusted Model,13345,2022-10-27,0.0602600361,-0.039603473,-0.039393064,21,100
Market-Adjusted Model,13348,2022-10-27,0.0338492278,-0.064894067,-0.065803872,21,100
Market-Adjusted Model,13350,2022-10-27,-0.13636368,-0.232854861,-0.23601678,21,100
Market-Adjusted Model,13351,2022-10-27,0.1102740262,0.0081010086,0.0106209261,21,100
Market-Adjusted Model,13353,2022-10-27,0.1446968317,0.0406425538,0.0450437316,21,100
Market-Adjusted Model,13356,2022-10-27,0.1431030268,0.0384329116,0.0434499266,21,100
Market-Adjusted Model,13357,2022-10-27,0.080961728,-0.019736847,-0.018691372,21,100
Market-Adjusted Model,13360,2022-10-27,0.0817941953,-0.018480318,-0.017858905,21,100
Market-Adjusted Model,13361,2022-10-27,0.0693086793,-0.031000244,-0.030344421,21,100
Market-Adjusted Model,13364,2022-10-27,0.0760265748,-0.024561572,-0.023626525,21,100
Market-Adjusted Model,13366,2022-10-27,0.1064934719,0.0052209857,0.0068403718,21,100
Market-Adjusted Model,13369,2022-10-27,-0.119725566,-0.205301419,-0.219378666,21,100
Market-Adjusted Model,13375,2022-10-27,0.1453396631,0.0465344134,0.045686563,21,100
Market-Adjusted Model,13376,2022-10-27,0.1874999574,0.0904245861,0.0878468573,21,100
Market-Adjusted Model,13379,2022-10-27,0.1990883722,0.0996128758,0.0994352721,21,100
Market-Adjusted Model,13380,2022-10-27,0.2111913535,0.0970614652,0.1115382533,21,100
Market-Adjusted Model,13386,2022-10-27,0.0133699588,-0.085214142,-0.086283141,21,100
Market-Adjusted Model,13387,2022-10-27,0.0705933622,-0.030094655,-0.029059738,21,100
Market-Adjusted Model,13393,2022-10-27,0.0474961154,-0.052347033,-0.052156985,21,100
Market-Adjusted Model,13399,2022-10-27,0.2669377076,0.1422143056,0.1672846074,21,100
Market-Adjusted Model,13401,2022-10-27,-0.174093254,-0.24684413,-0.273746354,21,100
Market-Adjusted Model,13403,2022-10-27,0.1952519777,0.1040828973,0.0955988776,21,100
Market-Adjusted Model,13405,2022-10-27,0.1396430762,0.0481759384,0.0399899761,21,100
Market-Adjusted Model,13407,2022-10-27,-0.122588205,-0.175909298,-0.222241305,21,100
Market-Adjusted Model,13410,2022-10-27,0.102283703,0.0035859793,0.0026306029,21,100
Market-Adjusted Model,13411,2022-10-27,-0.184049053,-0.285184397,-0.283702153,21,100
Market-Adjusted Model,13412,2022-10-27,0.0762038042,0.0271974411,-0.023449296,21,100
Market-Adjusted Model,13428,2022-10-27,0.1265573961,0.0227437342,0.026904296,21,100
Market-Adjusted Model,13429,2022-10-27,0.197904514,0.0899959766,0.0982514139,21,100
Market-Adjusted Model,13431,2022-10-27,0.1356304559,0.0319764536,0.0359773557,21,100
Market-Adjusted Model,13436,2022-10-27,0.10329398,0.001308201,0.0036408799,21,100
Market-Adjusted Model,13437,2022-10-27,0.0881127907,-0.010024759,-0.011540309,21,100
Market-Adjusted Model,13439,2022-10-27,0.0792078403,-0.016535903,-0.02044526,21,100
Market-Adjusted Model,13441,2022-10-27,0.0060964038,-0.091140719,-0.093556696,21,100
Market-Adjusted Model,13446,2022-10-27,0.0398722297,-0.059136163,-0.05978087,21,100
Market-Adjusted Model,13447,2022-10-27,0.0946278837,0.0140418174,-0.005025216,21,100
Market-Adjusted Model,13452,2022-10-27,0.1388185141,0.0548565078,0.039165414,21,100
Market-Adjusted Model,13453,2022-10-27,-0.206457915,-0.288928088,-0.306111015,21,100
Market-Adjusted Model,13455,2022-10-27,-0.00787403,0.2182432874,-0.107527131,21,100
Market-Adjusted Model,13501,2022-10-27,0.0420305928,-0.057155,-0.057622507,21,100
Market-Adjusted Model,13503,2022-10-27,0.0299075502,-0.06875472,-0.06974555,21,100
Market-Adjusted Model,13505,2022-10-27,0.0505834899,-0.04845383,-0.04906961,21,100
Market-Adjusted Model,13508,2022-10-27,0.1113190397,0.012197141,0.0116659396,21,100
Market-Adjusted Model,13510,2022-10-27,0.0223093887,-0.076119442,-0.077343711,21,100
Market-Adjusted Model,13511,2022-10-27,0.0524757618,-0.034872825,-0.047177338,21,100
Market-Adjusted Model,13512,2022-10-27,0.0932782006,-0.00552252,-0.0063749,21,100
